starttime	seconds	ctime	dtime	ttime	wait
Wed Aug 28 12:36:36 2013	1377668196	0	82	82	56
Wed Aug 28 12:36:35 2013	1377668195	0	89	89	67
Wed Aug 28 12:37:06 2013	1377668226	0	95	95	71
Wed Aug 28 12:36:31 2013	1377668191	0	95	95	72
Wed Aug 28 12:37:06 2013	1377668226	0	96	96	72
Wed Aug 28 12:37:01 2013	1377668221	0	96	96	73
Wed Aug 28 12:36:31 2013	1377668191	0	96	96	72
Wed Aug 28 12:36:31 2013	1377668191	0	96	96	72
Wed Aug 28 12:37:04 2013	1377668224	0	96	96	72
Wed Aug 28 12:37:06 2013	1377668226	0	96	96	72
Wed Aug 28 12:36:25 2013	1377668185	0	96	96	73
Wed Aug 28 12:36:32 2013	1377668192	0	96	96	73
Wed Aug 28 12:36:24 2013	1377668184	0	96	97	73
Wed Aug 28 12:37:03 2013	1377668223	0	96	97	72
Wed Aug 28 12:36:25 2013	1377668185	0	96	97	73
Wed Aug 28 12:36:26 2013	1377668186	0	96	97	73
Wed Aug 28 12:37:06 2013	1377668226	0	96	97	73
Wed Aug 28 12:36:31 2013	1377668191	0	97	97	73
Wed Aug 28 12:36:19 2013	1377668179	0	97	97	72
Wed Aug 28 12:37:05 2013	1377668225	0	97	97	73
Wed Aug 28 12:36:24 2013	1377668184	0	97	97	73
Wed Aug 28 12:36:18 2013	1377668178	0	97	97	73
Wed Aug 28 12:36:41 2013	1377668201	0	97	97	74
Wed Aug 28 12:37:07 2013	1377668227	0	97	97	73
Wed Aug 28 12:36:28 2013	1377668188	0	97	97	73
Wed Aug 28 12:37:06 2013	1377668226	0	97	97	73
Wed Aug 28 12:36:25 2013	1377668185	0	97	97	72
Wed Aug 28 12:37:04 2013	1377668224	0	97	97	74
Wed Aug 28 12:37:04 2013	1377668224	0	97	97	73
Wed Aug 28 12:36:22 2013	1377668182	0	97	97	74
Wed Aug 28 12:37:01 2013	1377668221	0	97	98	73
Wed Aug 28 12:36:32 2013	1377668192	0	97	98	74
Wed Aug 28 12:37:02 2013	1377668222	0	97	98	74
Wed Aug 28 12:37:04 2013	1377668224	0	98	98	74
Wed Aug 28 12:36:25 2013	1377668185	0	98	98	74
Wed Aug 28 12:36:32 2013	1377668192	0	97	98	73
Wed Aug 28 12:36:22 2013	1377668182	0	97	98	74
Wed Aug 28 12:36:32 2013	1377668192	1	97	98	74
Wed Aug 28 12:37:03 2013	1377668223	0	98	98	75
Wed Aug 28 12:36:47 2013	1377668207	0	98	98	74
Wed Aug 28 12:37:06 2013	1377668226	0	98	98	74
Wed Aug 28 12:36:43 2013	1377668203	0	98	98	74
Wed Aug 28 12:36:31 2013	1377668191	0	98	98	74
Wed Aug 28 12:37:01 2013	1377668221	0	98	98	74
Wed Aug 28 12:36:21 2013	1377668181	0	98	98	73
Wed Aug 28 12:37:04 2013	1377668224	0	98	98	74
Wed Aug 28 12:36:24 2013	1377668184	0	98	98	74
Wed Aug 28 12:37:01 2013	1377668221	0	98	98	74
Wed Aug 28 12:36:42 2013	1377668202	0	98	98	74
Wed Aug 28 12:36:31 2013	1377668191	0	98	98	74
Wed Aug 28 12:36:19 2013	1377668179	0	98	98	74
Wed Aug 28 12:36:32 2013	1377668192	0	98	98	74
Wed Aug 28 12:36:22 2013	1377668182	0	98	98	74
Wed Aug 28 12:37:05 2013	1377668225	0	98	98	75
Wed Aug 28 12:36:28 2013	1377668188	0	98	98	74
Wed Aug 28 12:37:03 2013	1377668223	0	98	98	74
Wed Aug 28 12:36:26 2013	1377668186	0	98	98	74
Wed Aug 28 12:37:04 2013	1377668224	0	98	98	74
Wed Aug 28 12:37:03 2013	1377668223	0	98	98	74
Wed Aug 28 12:36:18 2013	1377668178	0	98	98	74
Wed Aug 28 12:36:58 2013	1377668218	0	98	98	74
Wed Aug 28 12:36:57 2013	1377668217	0	98	98	75
Wed Aug 28 12:37:01 2013	1377668221	0	98	98	75
Wed Aug 28 12:36:31 2013	1377668191	0	98	98	75
Wed Aug 28 12:36:44 2013	1377668204	0	98	98	74
Wed Aug 28 12:37:05 2013	1377668225	0	98	98	74
Wed Aug 28 12:36:24 2013	1377668184	0	98	98	74
Wed Aug 28 12:36:26 2013	1377668186	0	98	99	74
Wed Aug 28 12:36:40 2013	1377668200	0	98	99	75
Wed Aug 28 12:36:40 2013	1377668200	0	98	99	75
Wed Aug 28 12:37:01 2013	1377668221	0	98	99	75
Wed Aug 28 12:36:58 2013	1377668218	0	98	99	74
Wed Aug 28 12:36:55 2013	1377668215	0	98	99	74
Wed Aug 28 12:37:02 2013	1377668222	0	98	99	74
Wed Aug 28 12:36:21 2013	1377668181	0	98	99	74
Wed Aug 28 12:36:31 2013	1377668191	0	98	99	75
Wed Aug 28 12:36:41 2013	1377668201	0	99	99	73
Wed Aug 28 12:36:31 2013	1377668191	0	98	99	73
Wed Aug 28 12:37:06 2013	1377668226	0	99	99	74
Wed Aug 28 12:37:02 2013	1377668222	0	99	99	74
Wed Aug 28 12:36:23 2013	1377668183	0	99	99	75
Wed Aug 28 12:37:03 2013	1377668223	0	99	99	75
Wed Aug 28 12:36:25 2013	1377668185	0	99	99	75
Wed Aug 28 12:36:32 2013	1377668192	0	98	99	74
Wed Aug 28 12:36:26 2013	1377668186	0	99	99	74
Wed Aug 28 12:36:28 2013	1377668188	0	99	99	74
Wed Aug 28 12:36:37 2013	1377668197	0	99	99	75
Wed Aug 28 12:37:02 2013	1377668222	0	99	99	75
Wed Aug 28 12:37:06 2013	1377668226	0	99	99	76
Wed Aug 28 12:36:40 2013	1377668200	0	99	99	52
Wed Aug 28 12:36:19 2013	1377668179	0	99	99	75
Wed Aug 28 12:36:25 2013	1377668185	0	99	99	75
Wed Aug 28 12:37:06 2013	1377668226	0	99	99	75
Wed Aug 28 12:36:26 2013	1377668186	0	99	99	73
Wed Aug 28 12:36:40 2013	1377668200	0	99	99	75
Wed Aug 28 12:37:02 2013	1377668222	1	99	99	75
Wed Aug 28 12:36:26 2013	1377668186	0	99	99	75
Wed Aug 28 12:36:47 2013	1377668207	0	99	99	75
Wed Aug 28 12:36:36 2013	1377668196	0	99	99	75
Wed Aug 28 12:36:40 2013	1377668200	0	99	99	75
Wed Aug 28 12:36:20 2013	1377668180	0	99	99	74
Wed Aug 28 12:37:06 2013	1377668226	0	99	99	76
Wed Aug 28 12:36:28 2013	1377668188	0	99	99	75
Wed Aug 28 12:36:27 2013	1377668187	0	99	100	75
Wed Aug 28 12:36:41 2013	1377668201	0	99	100	74
Wed Aug 28 12:36:40 2013	1377668200	0	99	100	75
Wed Aug 28 12:36:18 2013	1377668178	0	99	100	74
Wed Aug 28 12:36:25 2013	1377668185	0	99	100	76
Wed Aug 28 12:36:36 2013	1377668196	0	99	100	76
Wed Aug 28 12:36:42 2013	1377668202	0	99	100	76
Wed Aug 28 12:36:27 2013	1377668187	0	99	100	74
Wed Aug 28 12:37:07 2013	1377668227	0	99	100	76
Wed Aug 28 12:36:19 2013	1377668179	0	99	100	75
Wed Aug 28 12:37:05 2013	1377668225	0	100	100	75
Wed Aug 28 12:36:24 2013	1377668184	1	99	100	75
Wed Aug 28 12:37:01 2013	1377668221	0	100	100	76
Wed Aug 28 12:36:26 2013	1377668186	0	100	100	75
Wed Aug 28 12:37:02 2013	1377668222	0	100	100	76
Wed Aug 28 12:36:22 2013	1377668182	0	100	100	76
Wed Aug 28 12:37:02 2013	1377668222	0	100	100	76
Wed Aug 28 12:36:19 2013	1377668179	0	100	100	75
Wed Aug 28 12:37:02 2013	1377668222	0	100	100	77
Wed Aug 28 12:36:48 2013	1377668208	0	100	100	76
Wed Aug 28 12:37:03 2013	1377668223	0	100	100	76
Wed Aug 28 12:36:25 2013	1377668185	0	100	100	76
Wed Aug 28 12:36:47 2013	1377668207	0	100	100	76
Wed Aug 28 12:37:05 2013	1377668225	0	100	100	76
Wed Aug 28 12:36:19 2013	1377668179	0	100	100	76
Wed Aug 28 12:36:40 2013	1377668200	0	100	100	77
Wed Aug 28 12:36:26 2013	1377668186	0	100	100	76
Wed Aug 28 12:36:36 2013	1377668196	0	100	100	76
Wed Aug 28 12:36:22 2013	1377668182	0	100	100	76
Wed Aug 28 12:36:21 2013	1377668181	0	100	100	76
Wed Aug 28 12:36:31 2013	1377668191	0	100	101	77
Wed Aug 28 12:36:47 2013	1377668207	0	100	101	76
Wed Aug 28 12:36:37 2013	1377668197	0	100	101	75
Wed Aug 28 12:37:06 2013	1377668226	0	101	101	76
Wed Aug 28 12:36:32 2013	1377668192	0	101	101	76
Wed Aug 28 12:36:59 2013	1377668219	0	101	101	76
Wed Aug 28 12:36:27 2013	1377668187	0	101	101	76
Wed Aug 28 12:36:24 2013	1377668184	1	100	101	77
Wed Aug 28 12:37:02 2013	1377668222	0	101	101	76
Wed Aug 28 12:36:36 2013	1377668196	0	101	101	77
Wed Aug 28 12:36:28 2013	1377668188	0	101	101	76
Wed Aug 28 12:37:05 2013	1377668225	0	101	101	77
Wed Aug 28 12:36:25 2013	1377668185	1	101	101	77
Wed Aug 28 12:36:43 2013	1377668203	0	101	101	78
Wed Aug 28 12:37:02 2013	1377668222	0	101	101	77
Wed Aug 28 12:36:35 2013	1377668195	0	101	101	77
Wed Aug 28 12:36:53 2013	1377668213	0	101	101	76
Wed Aug 28 12:36:31 2013	1377668191	0	101	101	78
Wed Aug 28 12:36:37 2013	1377668197	0	101	102	77
Wed Aug 28 12:37:04 2013	1377668224	0	101	102	78
Wed Aug 28 12:36:24 2013	1377668184	0	101	102	77
Wed Aug 28 12:36:31 2013	1377668191	0	101	102	78
Wed Aug 28 12:36:59 2013	1377668219	0	101	102	73
Wed Aug 28 12:37:07 2013	1377668227	0	101	102	78
Wed Aug 28 12:36:37 2013	1377668197	0	102	102	78
Wed Aug 28 12:36:21 2013	1377668181	0	102	102	76
Wed Aug 28 12:37:03 2013	1377668223	0	101	102	78
Wed Aug 28 12:37:02 2013	1377668222	0	102	102	78
Wed Aug 28 12:36:19 2013	1377668179	0	102	102	77
Wed Aug 28 12:36:20 2013	1377668180	0	102	102	77
Wed Aug 28 12:36:26 2013	1377668186	0	102	102	78
Wed Aug 28 12:37:01 2013	1377668221	0	102	102	75
Wed Aug 28 12:36:20 2013	1377668180	0	102	102	77
Wed Aug 28 12:36:40 2013	1377668200	0	102	102	76
Wed Aug 28 12:36:36 2013	1377668196	1	101	102	77
Wed Aug 28 12:37:04 2013	1377668224	0	102	102	78
Wed Aug 28 12:36:36 2013	1377668196	0	102	102	76
Wed Aug 28 12:36:40 2013	1377668200	0	102	102	78
Wed Aug 28 12:36:22 2013	1377668182	1	102	102	78
Wed Aug 28 12:37:02 2013	1377668222	0	102	102	79
Wed Aug 28 12:37:06 2013	1377668226	0	102	103	79
Wed Aug 28 12:36:31 2013	1377668191	0	102	103	79
Wed Aug 28 12:36:47 2013	1377668207	0	102	103	78
Wed Aug 28 12:36:41 2013	1377668201	0	103	103	78
Wed Aug 28 12:36:33 2013	1377668193	0	103	103	79
Wed Aug 28 12:36:19 2013	1377668179	0	103	103	79
Wed Aug 28 12:36:40 2013	1377668200	0	103	103	79
Wed Aug 28 12:36:26 2013	1377668186	0	103	103	78
Wed Aug 28 12:36:23 2013	1377668183	0	103	103	79
Wed Aug 28 12:36:24 2013	1377668184	0	103	103	79
Wed Aug 28 12:36:41 2013	1377668201	0	103	103	78
Wed Aug 28 12:36:25 2013	1377668185	0	103	103	79
Wed Aug 28 12:36:38 2013	1377668198	1	102	103	78
Wed Aug 28 12:37:03 2013	1377668223	0	103	103	78
Wed Aug 28 12:36:22 2013	1377668182	1	103	103	79
Wed Aug 28 12:37:03 2013	1377668223	0	103	103	79
Wed Aug 28 12:36:29 2013	1377668189	0	103	103	79
Wed Aug 28 12:37:05 2013	1377668225	0	103	103	79
Wed Aug 28 12:36:25 2013	1377668185	0	103	103	80
Wed Aug 28 12:37:05 2013	1377668225	0	103	103	78
Wed Aug 28 12:36:19 2013	1377668179	0	103	103	79
Wed Aug 28 12:36:58 2013	1377668218	0	103	103	79
Wed Aug 28 12:36:22 2013	1377668182	0	103	103	78
Wed Aug 28 12:37:02 2013	1377668222	0	103	103	80
Wed Aug 28 12:37:06 2013	1377668226	0	103	103	80
Wed Aug 28 12:37:03 2013	1377668223	0	103	103	80
Wed Aug 28 12:36:26 2013	1377668186	0	103	103	79
Wed Aug 28 12:36:22 2013	1377668182	0	103	103	79
Wed Aug 28 12:36:25 2013	1377668185	0	103	103	79
Wed Aug 28 12:36:22 2013	1377668182	0	103	103	80
Wed Aug 28 12:36:20 2013	1377668180	0	103	103	80
Wed Aug 28 12:37:07 2013	1377668227	0	103	103	79
Wed Aug 28 12:37:07 2013	1377668227	0	103	103	78
Wed Aug 28 12:36:35 2013	1377668195	0	103	104	77
Wed Aug 28 12:36:40 2013	1377668200	0	103	104	80
Wed Aug 28 12:36:36 2013	1377668196	0	104	104	76
Wed Aug 28 12:36:20 2013	1377668180	0	103	104	78
Wed Aug 28 12:37:05 2013	1377668225	0	104	104	80
Wed Aug 28 12:37:05 2013	1377668225	0	104	104	80
Wed Aug 28 12:36:57 2013	1377668217	0	104	104	80
Wed Aug 28 12:37:06 2013	1377668226	0	104	104	80
Wed Aug 28 12:36:23 2013	1377668183	0	104	104	80
Wed Aug 28 12:36:32 2013	1377668192	0	104	104	80
Wed Aug 28 12:36:31 2013	1377668191	0	104	104	80
Wed Aug 28 12:37:07 2013	1377668227	0	104	104	81
Wed Aug 28 12:36:33 2013	1377668193	0	104	104	80
Wed Aug 28 12:37:01 2013	1377668221	0	104	104	80
Wed Aug 28 12:36:23 2013	1377668183	0	104	104	81
Wed Aug 28 12:36:23 2013	1377668183	0	104	104	79
Wed Aug 28 12:36:47 2013	1377668207	0	104	104	75
Wed Aug 28 12:36:27 2013	1377668187	0	104	105	80
Wed Aug 28 12:37:05 2013	1377668225	1	104	105	79
Wed Aug 28 12:36:36 2013	1377668196	0	105	105	80
Wed Aug 28 12:37:05 2013	1377668225	0	104	105	80
Wed Aug 28 12:37:02 2013	1377668222	0	105	105	81
Wed Aug 28 12:36:26 2013	1377668186	0	105	105	81
Wed Aug 28 12:36:44 2013	1377668204	0	105	105	80
Wed Aug 28 12:36:23 2013	1377668183	0	105	105	81
Wed Aug 28 12:37:04 2013	1377668224	0	105	105	81
Wed Aug 28 12:36:27 2013	1377668187	0	105	105	80
Wed Aug 28 12:36:21 2013	1377668181	0	105	105	80
Wed Aug 28 12:36:53 2013	1377668213	0	105	105	77
Wed Aug 28 12:36:25 2013	1377668185	0	105	105	81
Wed Aug 28 12:37:03 2013	1377668223	0	105	105	81
Wed Aug 28 12:36:58 2013	1377668218	0	105	105	81
Wed Aug 28 12:36:22 2013	1377668182	0	105	105	81
Wed Aug 28 12:36:23 2013	1377668183	0	105	105	81
Wed Aug 28 12:36:24 2013	1377668184	0	105	105	81
Wed Aug 28 12:36:35 2013	1377668195	5	100	105	76
Wed Aug 28 12:36:37 2013	1377668197	0	105	105	80
Wed Aug 28 12:37:04 2013	1377668224	0	105	105	82
Wed Aug 28 12:36:25 2013	1377668185	0	105	105	81
Wed Aug 28 12:36:20 2013	1377668180	0	105	105	81
Wed Aug 28 12:36:58 2013	1377668218	0	105	105	80
Wed Aug 28 12:36:35 2013	1377668195	0	105	106	82
Wed Aug 28 12:36:28 2013	1377668188	0	105	106	81
Wed Aug 28 12:37:06 2013	1377668226	0	105	106	82
Wed Aug 28 12:36:27 2013	1377668187	0	106	106	81
Wed Aug 28 12:36:35 2013	1377668195	0	106	106	83
Wed Aug 28 12:36:37 2013	1377668197	0	106	106	82
Wed Aug 28 12:36:57 2013	1377668217	0	106	106	82
Wed Aug 28 12:37:07 2013	1377668227	0	106	106	82
Wed Aug 28 12:36:26 2013	1377668186	0	106	106	81
Wed Aug 28 12:36:24 2013	1377668184	0	106	107	82
Wed Aug 28 12:37:07 2013	1377668227	0	106	107	83
Wed Aug 28 12:37:05 2013	1377668225	1	106	107	82
Wed Aug 28 12:36:37 2013	1377668197	0	107	107	82
Wed Aug 28 12:36:43 2013	1377668203	0	107	107	81
Wed Aug 28 12:36:24 2013	1377668184	0	107	107	83
Wed Aug 28 12:36:59 2013	1377668219	0	107	107	83
Wed Aug 28 12:36:41 2013	1377668201	0	107	107	83
Wed Aug 28 12:36:19 2013	1377668179	0	107	107	83
Wed Aug 28 12:36:57 2013	1377668217	0	107	107	83
Wed Aug 28 12:36:22 2013	1377668182	0	107	107	84
Wed Aug 28 12:36:44 2013	1377668204	0	107	107	83
Wed Aug 28 12:36:36 2013	1377668196	0	107	107	81
Wed Aug 28 12:36:21 2013	1377668181	0	107	108	83
Wed Aug 28 12:36:19 2013	1377668179	0	107	108	83
Wed Aug 28 12:37:02 2013	1377668222	0	107	108	83
Wed Aug 28 12:36:22 2013	1377668182	0	107	108	83
Wed Aug 28 12:36:57 2013	1377668217	0	108	108	84
Wed Aug 28 12:37:03 2013	1377668223	0	108	108	84
Wed Aug 28 12:36:18 2013	1377668178	0	108	108	84
Wed Aug 28 12:36:41 2013	1377668201	0	108	108	85
Wed Aug 28 12:37:03 2013	1377668223	0	108	108	83
Wed Aug 28 12:36:41 2013	1377668201	0	108	109	84
Wed Aug 28 12:36:19 2013	1377668179	0	109	109	84
Wed Aug 28 12:36:20 2013	1377668180	0	109	109	84
Wed Aug 28 12:36:44 2013	1377668204	0	109	109	85
Wed Aug 28 12:36:59 2013	1377668219	0	109	109	85
Wed Aug 28 12:37:07 2013	1377668227	0	109	109	84
Wed Aug 28 12:37:05 2013	1377668225	0	109	109	85
Wed Aug 28 12:36:25 2013	1377668185	0	109	110	84
Wed Aug 28 12:37:01 2013	1377668221	0	109	110	86
Wed Aug 28 12:36:19 2013	1377668179	1	109	110	84
Wed Aug 28 12:36:39 2013	1377668199	0	110	110	86
Wed Aug 28 12:36:19 2013	1377668179	0	110	110	85
Wed Aug 28 12:36:24 2013	1377668184	1	109	110	85
Wed Aug 28 12:36:26 2013	1377668186	0	110	110	86
Wed Aug 28 12:36:22 2013	1377668182	0	110	110	87
Wed Aug 28 12:37:02 2013	1377668222	0	110	110	86
Wed Aug 28 12:36:20 2013	1377668180	0	110	111	86
Wed Aug 28 12:36:19 2013	1377668179	0	110	111	86
Wed Aug 28 12:37:02 2013	1377668222	0	110	111	86
Wed Aug 28 12:36:27 2013	1377668187	0	111	111	87
Wed Aug 28 12:36:27 2013	1377668187	0	111	111	86
Wed Aug 28 12:36:33 2013	1377668193	0	111	111	78
